2026-05-21 02:07:27.613+0000 INFO  CREATE USER neo4j PASSWORD ****** CHANGE NOT REQUIRED
2026-05-21 02:07:27.808+0000 INFO  CREATE ROLE admin
2026-05-21 02:07:27.809+0000 INFO  GRANT TRANSACTION MANAGEMENT ON DATABASE * TO admin
2026-05-21 02:07:27.814+0000 INFO  GRANT START ON DATABASE * TO admin
2026-05-21 02:07:27.814+0000 INFO  GRANT STOP ON DATABASE * TO admin
2026-05-21 02:07:27.814+0000 INFO  GRANT ALL ON DBMS TO admin
2026-05-21 02:07:27.815+0000 INFO  GRANT CONSTRAINT MANAGEMENT ON DATABASE * TO admin
2026-05-21 02:07:27.815+0000 INFO  GRANT INDEX MANAGEMENT ON DATABASE * TO admin
2026-05-21 02:07:27.815+0000 INFO  GRANT NAME MANAGEMENT ON DATABASE * TO admin
2026-05-21 02:07:27.815+0000 INFO  GRANT WRITE ON GRAPH * TO admin
2026-05-21 02:07:27.815+0000 INFO  GRANT MATCH {*} ON GRAPH * TO admin
2026-05-21 02:07:27.816+0000 INFO  GRANT ACCESS ON DATABASE * TO admin
2026-05-21 02:07:27.816+0000 INFO  GRANT SHOW INDEX ON DATABASE * TO admin
2026-05-21 02:07:27.816+0000 INFO  GRANT SHOW CONSTRAINTS ON DATABASE * TO admin
2026-05-21 02:07:27.816+0000 INFO  GRANT LOAD ON ALL DATA TO admin
2026-05-21 02:07:27.817+0000 INFO  CREATE ROLE architect
2026-05-21 02:07:27.818+0000 INFO  GRANT CONSTRAINT MANAGEMENT ON DATABASE * TO architect
2026-05-21 02:07:27.818+0000 INFO  GRANT INDEX MANAGEMENT ON DATABASE * TO architect
2026-05-21 02:07:27.819+0000 INFO  GRANT NAME MANAGEMENT ON DATABASE * TO architect
2026-05-21 02:07:27.819+0000 INFO  GRANT WRITE ON GRAPH * TO architect
2026-05-21 02:07:27.819+0000 INFO  GRANT MATCH {*} ON GRAPH * TO architect
2026-05-21 02:07:27.820+0000 INFO  GRANT ACCESS ON DATABASE * TO architect
2026-05-21 02:07:27.820+0000 INFO  GRANT SHOW INDEX ON DATABASE * TO architect
2026-05-21 02:07:27.820+0000 INFO  GRANT SHOW CONSTRAINTS ON DATABASE * TO architect
2026-05-21 02:07:27.821+0000 INFO  CREATE ROLE publisher
2026-05-21 02:07:27.821+0000 INFO  GRANT NAME MANAGEMENT ON DATABASE * TO publisher
2026-05-21 02:07:27.822+0000 INFO  GRANT WRITE ON GRAPH * TO publisher
2026-05-21 02:07:27.822+0000 INFO  GRANT MATCH {*} ON GRAPH * TO publisher
2026-05-21 02:07:27.822+0000 INFO  GRANT ACCESS ON DATABASE * TO publisher
2026-05-21 02:07:27.823+0000 INFO  GRANT SHOW INDEX ON DATABASE * TO publisher
2026-05-21 02:07:27.823+0000 INFO  GRANT SHOW CONSTRAINTS ON DATABASE * TO publisher
2026-05-21 02:07:27.823+0000 INFO  CREATE ROLE editor
2026-05-21 02:07:27.824+0000 INFO  GRANT WRITE ON GRAPH * TO editor
2026-05-21 02:07:27.824+0000 INFO  GRANT MATCH {*} ON GRAPH * TO editor
2026-05-21 02:07:27.825+0000 INFO  GRANT ACCESS ON DATABASE * TO editor
2026-05-21 02:07:27.825+0000 INFO  GRANT SHOW INDEX ON DATABASE * TO editor
2026-05-21 02:07:27.825+0000 INFO  GRANT SHOW CONSTRAINTS ON DATABASE * TO editor
2026-05-21 02:07:27.825+0000 INFO  CREATE ROLE reader
2026-05-21 02:07:27.826+0000 INFO  GRANT MATCH {*} ON GRAPH * TO reader
2026-05-21 02:07:27.826+0000 INFO  GRANT ACCESS ON DATABASE * TO reader
2026-05-21 02:07:27.827+0000 INFO  GRANT SHOW INDEX ON DATABASE * TO reader
2026-05-21 02:07:27.827+0000 INFO  GRANT SHOW CONSTRAINTS ON DATABASE * TO reader
2026-05-21 02:07:27.827+0000 INFO  CREATE ROLE PUBLIC
2026-05-21 02:07:27.828+0000 INFO  GRANT ACCESS ON HOME DATABASE TO PUBLIC
2026-05-21 02:07:27.829+0000 INFO  GRANT EXECUTE PROCEDURE * ON DBMS TO PUBLIC
2026-05-21 02:07:27.829+0000 INFO  GRANT EXECUTE FUNCTION * ON DBMS TO PUBLIC
2026-05-21 02:07:27.829+0000 INFO  GRANT LOAD ON ALL DATA TO PUBLIC
2026-05-21 02:07:27.830+0000 INFO  GRANT ROLE admin TO neo4j
2026-05-21 02:10:03.765+0000 INFO  [neo4j]: logged in
2026-05-21 02:10:06.833+0000 INFO  [neo4j]: logged in
2026-05-21 02:10:06.867+0000 INFO  [neo4j]: logged in
2026-05-21 02:10:06.894+0000 INFO  [neo4j]: logged in
2026-05-21 02:10:06.978+0000 INFO  [neo4j]: logged in
2026-05-21 02:10:07.015+0000 INFO  [neo4j]: logged in
2026-05-21 02:10:07.035+0000 INFO  [neo4j]: logged in
2026-05-21 02:10:07.065+0000 INFO  [neo4j]: logged in
2026-05-21 02:10:14.105+0000 INFO  [neo4j]: logged in
2026-05-21 02:10:53.482+0000 INFO  [neo4j]: logged in
2026-05-21 02:17:53.912+0000 INFO  [neo4j]: logged in
2026-05-21 02:17:54.096+0000 INFO  [neo4j]: logged in
2026-05-21 02:17:54.115+0000 INFO  [neo4j]: logged in
2026-05-21 02:17:54.139+0000 INFO  [neo4j]: logged in
2026-05-21 02:17:54.247+0000 INFO  [neo4j]: logged in
2026-05-21 02:17:54.257+0000 INFO  [neo4j]: logged in
2026-05-21 02:17:54.288+0000 INFO  [neo4j]: logged in
2026-05-21 02:18:07.182+0000 INFO  [neo4j]: logged in
2026-05-21 03:18:46.907+0000 INFO  [neo4j]: logged in
2026-05-21 03:18:46.931+0000 INFO  [neo4j]: logged in
2026-05-21 03:18:46.985+0000 INFO  [neo4j]: logged in
2026-05-21 03:18:47.003+0000 INFO  [neo4j]: logged in
2026-05-21 03:18:47.006+0000 INFO  [neo4j]: logged in
2026-05-21 03:33:36.000+0000 INFO  [neo4j]: logged in
2026-05-21 03:41:49.103+0000 INFO  [neo4j]: logged in
2026-05-21 03:49:21.688+0000 INFO  [neo4j]: logged in
2026-05-21 03:56:00.492+0000 INFO  [neo4j]: logged in
2026-05-21 03:56:00.509+0000 INFO  [neo4j]: logged in
2026-05-21 03:56:00.529+0000 INFO  [neo4j]: logged in
2026-05-21 03:56:00.547+0000 INFO  [neo4j]: logged in
2026-05-21 04:14:09.615+0000 INFO  [neo4j]: logged in
2026-05-21 04:20:45.766+0000 INFO  [neo4j]: logged in
2026-05-21 04:20:46.062+0000 INFO  [neo4j]: logged in
2026-05-21 04:20:46.071+0000 INFO  [neo4j]: logged in
2026-05-21 04:20:46.154+0000 INFO  [neo4j]: logged in
2026-05-21 04:20:46.230+0000 INFO  [neo4j]: logged in
2026-05-21 04:21:28.298+0000 INFO  [neo4j]: logged in
2026-05-21 15:58:47.601+0000 INFO  [neo4j]: logged in
2026-05-21 15:58:47.634+0000 INFO  [neo4j]: logged in
2026-05-21 15:58:47.717+0000 INFO  [neo4j]: logged in
2026-05-21 15:58:47.736+0000 INFO  [neo4j]: logged in
2026-05-21 15:58:47.746+0000 INFO  [neo4j]: logged in
2026-05-21 20:22:21.876+0000 INFO  [neo4j]: logged in
2026-05-21 20:22:21.897+0000 INFO  [neo4j]: logged in
2026-05-21 20:22:21.940+0000 INFO  [neo4j]: logged in
2026-05-21 20:22:22.014+0000 INFO  [neo4j]: logged in
2026-05-21 22:00:14.550+0000 INFO  [neo4j]: logged in
2026-05-21 22:00:14.575+0000 INFO  [neo4j]: logged in
2026-05-21 22:00:15.217+0000 INFO  [neo4j]: logged in
2026-05-21 22:00:15.236+0000 INFO  [neo4j]: logged in
2026-05-21 22:08:23.124+0000 INFO  [neo4j]: logged in
2026-05-21 22:08:23.127+0000 INFO  [neo4j]: logged in
2026-05-21 23:56:09.328+0000 INFO  [neo4j]: logged in
2026-05-21 23:56:09.551+0000 INFO  [neo4j]: logged in
2026-05-21 23:56:09.576+0000 INFO  [neo4j]: logged in
2026-05-21 23:56:09.580+0000 INFO  [neo4j]: logged in
2026-05-21 23:56:09.695+0000 INFO  [neo4j]: logged in
2026-05-21 23:58:44.839+0000 INFO  [neo4j]: logged in
2026-05-21 23:58:44.856+0000 INFO  [neo4j]: logged in
2026-05-21 23:58:44.885+0000 INFO  [neo4j]: logged in
2026-05-21 23:58:44.896+0000 INFO  [neo4j]: logged in
2026-05-21 23:58:44.914+0000 INFO  [neo4j]: logged in
2026-05-22 00:00:46.881+0000 INFO  [neo4j]: logged in
2026-05-22 00:00:46.901+0000 INFO  [neo4j]: logged in
2026-05-22 00:00:46.939+0000 INFO  [neo4j]: logged in
2026-05-22 00:00:46.944+0000 INFO  [neo4j]: logged in
2026-05-22 00:00:46.984+0000 INFO  [neo4j]: logged in
2026-05-22 16:50:09.206+0000 INFO  [neo4j]: logged in
2026-05-22 16:50:09.275+0000 INFO  [neo4j]: logged in
2026-05-22 16:50:09.461+0000 INFO  [neo4j]: logged in
2026-05-22 16:50:09.490+0000 INFO  [neo4j]: logged in
2026-05-22 16:50:09.550+0000 INFO  [neo4j]: logged in
2026-05-22 17:50:51.996+0000 INFO  [neo4j]: logged in
2026-05-22 17:50:52.027+0000 INFO  [neo4j]: logged in
2026-05-22 17:50:52.037+0000 INFO  [neo4j]: logged in
2026-05-22 17:50:52.086+0000 INFO  [neo4j]: logged in
2026-05-22 17:50:52.096+0000 INFO  [neo4j]: logged in
2026-05-22 18:50:52.144+0000 INFO  [neo4j]: logged in
2026-05-22 18:50:52.197+0000 INFO  [neo4j]: logged in
2026-05-22 18:51:52.019+0000 INFO  [neo4j]: logged in
2026-05-22 18:51:52.067+0000 INFO  [neo4j]: logged in
2026-05-22 18:51:52.067+0000 INFO  [neo4j]: logged in
2026-05-22 19:51:52.001+0000 INFO  [neo4j]: logged in
2026-05-22 19:51:52.032+0000 INFO  [neo4j]: logged in
2026-05-22 19:52:52.108+0000 INFO  [neo4j]: logged in
2026-05-22 19:52:52.181+0000 INFO  [neo4j]: logged in
2026-05-22 19:52:52.195+0000 INFO  [neo4j]: logged in
2026-05-22 19:57:28.882+0000 INFO  [neo4j]: logged in
2026-05-22 19:57:29.108+0000 INFO  [neo4j]: logged in
2026-05-22 19:57:29.111+0000 INFO  [neo4j]: logged in
2026-05-22 19:57:29.114+0000 INFO  [neo4j]: logged in
2026-05-22 19:57:29.117+0000 INFO  [neo4j]: logged in
2026-05-22 22:14:30.284+0000 INFO  [neo4j]: logged in
2026-05-22 22:14:30.770+0000 INFO  [neo4j]: logged in
2026-05-22 22:14:30.818+0000 INFO  [neo4j]: logged in
